Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano","3381, 8157, 8158","(Italian, 1902–1968) (Italian, 1887–1972) (Italian)",(Italian) (Italian) (Italian),(1902) (1887) (0),(1968) (1972) (0),(Male) (Male) (Male),1938,Graphite on tracing paper,"12 1/4 x 10 1/4"" (31.1 x 26 cm)",Purchase,321.1984,Architecture,Architecture & Design,1984-10-30,Y,332,http://www.moma.org/collection/works/332,,,,,31.1,,,26.0,,
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano","3381, 8157, 8158","(Italian, 1902–1968) (Italian, 1887–1972) (Italian)",(Italian) (Italian) (Italian),(1902) (1887) (0),(1968) (1972) (0),(Male) (Male) (Male),1938,Graphite on tracing paper,"12 1/4 x 10 1/4"" (31.1 x 26 cm)",Purchase,321.1984,Architecture,Architecture & Design,1984-10-30,Y,332,http://www.moma.org/collection/works/332,,,,,31.1,,,26.0,,
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano","3381, 8157, 8158","(Italian, 1902–1968) (Italian, 1887–1972) (Italian)",(Italian) (Italian) (Italian),(1902) (1887) (0),(1968) (1972) (0),(Male) (Male) (Male),1938,Graphite on tracing paper,"12 1/4 x 10 1/4"" (31.1 x 26 cm)",Purchase,321.1984,Architecture,Architecture & Design,1984-10-30,Y,332,http://www.moma.org/collection/works/332,,,,,31.1,,,26.0,,
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy,","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano","3381, 8157, 8158","(Italian, 1902–1968) (Italian, 1887–1972) (Italian)",(Italian) (Italian) (Italian),(1902) (1887) (0),(1968) (1972) (0),(Male) (Male) (Male),1938,Graphite on tracing paper,"8 5/8 x 10 5/8"" (21.9 x 27 cm)",Purchase,322.1984,Architecture,Architecture & Design,1984-10-30,Y,333,http://www.moma.org/collection/works/333,,,,,21.9075,,,26.9876,,
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy,","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano","3381, 8157, 8158","(Italian, 1902–1968) (Italian, 1887–1972) (Italian)",(Italian) (Italian) (Italian),(1902) (1887) (0),(1968) (1972) (0),(Male) (Male) (Male),1938,Graphite on tracing paper,"8 5/8 x 10 5/8"" (21.9 x 27 cm)",Purchase,322.1984,Architecture,Architecture & Design,1984-10-30,Y,333,http://www.moma.org/collection/works/333,,,,,21.9075,,,26.9876,,
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy,","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano","3381, 8157, 8158","(Italian, 1902–1968) (Italian, 1887–1972) (Italian)",(Italian) (Italian) (Italian),(1902) (1887) (0),(1968) (1972) (0),(Male) (Male) (Male),1938,Graphite on tracing paper,"8 5/8 x 10 5/8"" (21.9 x 27 cm)",Purchase,322.1984,Architecture,Architecture & Design,1984-10-30,Y,333,http://www.moma.org/collection/works/333,,,,,21.9075,,,26.9876,,
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano, Mario Romano, Giovanni Guerrini","3381, 8157, 8158, 8158, 8157","(Italian, 1902–1968) (Italian, 1887–1972) (Italian) (Italian) (Italian, 1887–1972)",(Italian) (Italian) (Italian) (Italian) (Italian),(1902) (1887) (0) (0) (1887),(1968) (1972) (0) (0) (1972),(Male) (Male) (Male) (Male) (Male),1938,Graphite on tracing paper,"9 7/8 x 7 3/8"" (25.1 x 18.7 cm)",Purchase,324.1984,Architecture,Architecture & Design,1984-10-30,Y,334,http://www.moma.org/collection/works/334,,,,,25.1,,,18.7,,
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano, Mario Romano, Giovanni Guerrini","3381, 8157, 8158, 8158, 8157","(Italian, 1902–1968) (Italian, 1887–1972) (Italian) (Italian) (Italian, 1887–1972)",(Italian) (Italian) (Italian) (Italian) (Italian),(1902) (1887) (0) (0) (1887),(1968) (1972) (0) (0) (1972),(Male) (Male) (Male) (Male) (Male),1938,Graphite on tracing paper,"9 7/8 x 7 3/8"" (25.1 x 18.7 cm)",Purchase,324.1984,Architecture,Architecture & Design,1984-10-30,Y,334,http://www.moma.org/collection/works/334,,,,,25.1,,,18.7,,
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano, Mario Romano, Giovanni Guerrini","3381, 8157, 8158, 8158, 8157","(Italian, 1902–1968) (Italian, 1887–1972) (Italian) (Italian) (Italian, 1887–1972)",(Italian) (Italian) (Italian) (Italian) (Italian),(1902) (1887) (0) (0) (1887),(1968) (1972) (0) (0) (1972),(Male) (Male) (Male) (Male) (Male),1938,Graphite on tracing paper,"9 7/8 x 7 3/8"" (25.1 x 18.7 cm)",Purchase,324.1984,Architecture,Architecture & Design,1984-10-30,Y,334,http://www.moma.org/collection/works/334,,,,,25.1,,,18.7,,
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano, Mario Romano, Giovanni Guerrini","3381, 8157, 8158, 8158, 8157","(Italian, 1902–1968) (Italian, 1887–1972) (Italian) (Italian) (Italian, 1887–1972)",(Italian) (Italian) (Italian) (Italian) (Italian),(1902) (1887) (0) (0) (1887),(1968) (1972) (0) (0) (1972),(Male) (Male) (Male) (Male) (Male),1938,Graphite on tracing paper,"9 7/8 x 7 3/8"" (25.1 x 18.7 cm)",Purchase,324.1984,Architecture,Architecture & Design,1984-10-30,Y,334,http://www.moma.org/collection/works/334,,,,,25.1,,,18.7,,
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano, Mario Romano, Giovanni Guerrini","3381, 8157, 8158, 8158, 8157","(Italian, 1902–1968) (Italian, 1887–1972) (Italian) (Italian) (Italian, 1887–1972)",(Italian) (Italian) (Italian) (Italian) (Italian),(1902) (1887) (0) (0) (1887),(1968) (1972) (0) (0) (1972),(Male) (Male) (Male) (Male) (Male),1938,Graphite on tracing paper,"9 7/8 x 7 3/8"" (25.1 x 18.7 cm)",Purchase,324.1984,Architecture,Architecture & Design,1984-10-30,Y,334,http://www.moma.org/collection/works/334,,,,,25.1,,,18.7,,
"Motorway Service Station Project, Exterior perspective",Mario Bellini,451,"(Italian, born 1935)",(Italian),(1935),(0),(Male),1989.,Computer-generated laser print,"8 1/2 x 15 1/4"" (21.6 x 38.7 cm)
",Gift of the architect in honor of Philip Johnson,351.1996,Architecture,Architecture & Design,1996-09-25,Y,345,http://www.moma.org/collection/works/345,http://www.moma.org/media/W1siZiIsIjUyNzU2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2dd16a0ff1a40b19,,,,21.6,,,38.7,,
Motorway Service Station project (Preliminary plan),Mario Bellini,451,"(Italian, born 1935)",(Italian),(1935),(0),(Male),1991,Graphite on paper,"14 x 18"" (35.6 x 45.7 cm)
",Gift of the architect in honor of Philip Johnson,352.1996,Architecture,Architecture & Design,1996-09-25,Y,353,http://www.moma.org/collection/works/353,,,,,35.6,,,45.7,,
"The Tokyo Design Center, Tokyo, Japan, Perspective",Mario Bellini,451,"(Italian, born 1935)",(Italian),(1935),(0),(Male),1989,Ink on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)
",Gift of the architect in honor of Lily Auchincloss,374.1994,Architecture,Architecture & Design,1994-09-21,Y,430,http://www.moma.org/collection/works/430,http://www.moma.org/media/W1siZiIsIjUyNzYxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4b28d271b337a8aa,,,,29.8,,,41.9,,
Sit Down (Perspective),Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1975,Colored pencil and ink on paper,"29 1/2 x 20 7/8"" (75 x 53 cm)",Gift of Pierre Apraxine,478.1997,Architecture,Architecture & Design,1997-10-17,Y,673,http://www.moma.org/collection/works/673,,,,,75.0,,,53.0,,
"Residential Park, No-Stop City project (Plan)",Andrea Branzi,8108,"(Italian, born 1938)",(Italian),(1938),(0),(Male),1969,"Ink, cut-and-pasted self-adhesive polymer sheet, and pressure-transferred printed film on tracing paper, taped to paper","39 1/4 x 27 3/8"" (99.7 x 69.5 cm)",Gift of The Howard Gilman Foundation,1183.2000,Architecture,Architecture & Design,2000-10-31,Y,794,http://www.moma.org/collection/works/794,http://www.moma.org/media/W1siZiIsIjExNDk3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=823f7e7121783bd0,,4.1,,105.1,,,74.9,,
"Housing, project (Elevation)",Alessandro Mendini,3925,"(Italian, born 1931)",(Italian),(1931),(0),(Male),1971,Printed polymer sheet with tape on lithograph,"19 7/8 x 22 1/4"" (50.5 x 56.5 cm)",Gift of The Howard Gilman Foundation,1218.2000,Architecture,Architecture & Design,2000-10-31,Y,829,http://www.moma.org/collection/works/829,http://www.moma.org/media/W1siZiIsIjExNTg5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5df66f36b5c33198,,,,50.4826,,,56.5151,,
"Housing, project (Elevation)",Alessandro Mendini,3925,"(Italian, born 1931)",(Italian),(1931),(0),(Male),1971,Printed polymer sheet with tape on lithograph,"20 x 22 1/2"" (50.8 x 57.2 cm)",Gift of The Howard Gilman Foundation,1219.2000,Architecture,Architecture & Design,2000-10-31,Y,830,http://www.moma.org/collection/works/830,http://www.moma.org/media/W1siZiIsIjExNTkyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=de90181fa4aaf2a4,,,,50.8001,,,57.1501,,
"The Period of Great Contaminations: Housing Unit for Two People, project, Axonometric section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1971,"Goache, watercolor, and graphite with scoring on paper","39 1/4 x 26 3/4"" (99.7 x 67.9 cm)",Gift of The Howard Gilman Foundation,1221.2000,Architecture,Architecture & Design,2000-10-31,Y,832,http://www.moma.org/collection/works/832,http://www.moma.org/media/W1siZiIsIjIxMjI1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f90693f9b7ecfcb7,,,,99.7,,,67.9,,
"The Period of Great Contaminations: Housing Unit for Two People, project",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1971,"Gouache, watercolor and graphite on paper","39 3/8 x 26 3/4"" (100 x 67.9 cm)",Gift of The Howard Gilman Foundation,1222.2000,Architecture,Architecture & Design,2000-10-31,Y,833,http://www.moma.org/collection/works/833,http://www.moma.org/media/W1siZiIsIjExNjAwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=819d39e690b8f059,,,,100.0127,,,67.9451,,
"Church of Solitude Project, New York, New York, Transverse section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1974-77,"Watercolor, colored ink, and pencil on paper","59 1/4 x 59"" (150.5 x 149.9 cm)",Gift of The Howard Gilman Foundation,1223.2000,Architecture,Architecture & Design,2000-10-31,Y,834,http://www.moma.org/collection/works/834,http://www.moma.org/media/W1siZiIsIjIxMjI1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45ff3b3bd100bedb,,5.1,,158.8,,,158.8,,
"Church of Solitude Project, New York, New York, Plan",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1974-77,"Watercolor, ink and colored ink, gouache and graphite on paper","42 1/2 x 58 5/8"" (108 x 148.9 cm)",Gift of The Howard Gilman Foundation,1224.2000,Architecture,Architecture & Design,2000-10-31,Y,835,http://www.moma.org/collection/works/835,http://www.moma.org/media/W1siZiIsIjYyNjc5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a5006e7da899d540,,3.8,,155.6,,,114.6,,
"Church of Solitude Project, New York, New York, Longitudinal section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1974-77,"Watercolor, ink, colored ink, gouache, and graphite on paper","42 1/4 x 58 5/8"" (107.3 x 148.9 cm)",Gift of The Howard Gilman Foundation,1225.2000,Architecture,Architecture & Design,2000-10-31,Y,836,http://www.moma.org/collection/works/836,http://www.moma.org/media/W1siZiIsIjExNjA1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a36bd0b7d68125ad,,3.8,,114.6,,,155.0,,
"Supersurface, The Happy Island, project","Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli","5733, 8222, 8220, 8221, 8223, 8224, 8228","(Italian, est. 1966–1982) (Italian, born 1939) (Italian, born 1941) (Italian, born 1935) (Italian, born 1941) (Italian, born 1941) (Italian, born 1941)",(Italian) (Italian) (Italian) (Italian) (Italian) (Italian) (Italian),(1966) (1939) (1941) (1935) (1941) (1941) (1941),(1982) (0) (0) (0) (0) (0) (0),() (Male) (Male) (Male) (Male) (Male) (Male),1971,"Ink, airbrush, graphite, and cut-and-pasted printed paper on paper","19 3/4 x 27 5/8"" (50.2 x 70.2 cm)",Given anonymously,1254.1974,Architecture,Architecture & Design,1974-11-06,Y,869,http://www.moma.org/collection/works/869,http://www.moma.org/media/W1siZiIsIjUyMDEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c57693dd51ebfb3,,,,50.2,,,70.2,,
"Supersurface, The Happy Island, project","Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli","5733, 8222, 8220, 8221, 8223, 8224, 8228","(Italian, est. 1966–1982) (Italian, born 1939) (Italian, born 1941) (Italian, born 1935) (Italian, born 1941) (Italian, born 1941) (Italian, born 1941)",(Italian) (Italian) (Italian) (Italian) (Italian) (Italian) (Italian),(1966) (1939) (1941) (1935) (1941) (1941) (1941),(1982) (0) (0) (0) (0) (0) (0),() (Male) (Male) (Male) (Male) (Male) (Male),1971,"Ink, airbrush, graphite, and cut-and-pasted printed paper on paper","19 3/4 x 27 5/8"" (50.2 x 70.2 cm)",Given anonymously,1254.1974,Architecture,Architecture & Design,1974-11-06,Y,869,http://www.moma.org/collection/works/869,http://www.moma.org/media/W1siZiIsIjUyMDEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c57693dd51ebfb3,,,,50.2,,,70.2,,
"Supersurface, The Happy Island, project","Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli","5733, 8222, 8220, 8221, 8223, 8224, 8228","(Italian, est. 1966–1982) (Italian, born 1939) (Italian, born 1941) (Italian, born 1935) (Italian, born 1941) (Italian, born 1941) (Italian, born 1941)",(Italian) (Italian) (Italian) (Italian) (Italian) (Italian) (Italian),(1966) (1939) (1941) (1935) (1941) (1941) (1941),(1982) (0) (0) (0) (0) (0) (0),() (Male) (Male) (Male) (Male) (Male) (Male),1971,"Ink, airbrush, graphite, and cut-and-pasted printed paper on paper","19 3/4 x 27 5/8"" (50.2 x 70.2 cm)",Given anonymously,1254.1974,Architecture,Architecture & Design,1974-11-06,Y,869,http://www.moma.org/collection/works/869,http://www.moma.org/media/W1siZiIsIjUyMDEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c57693dd51ebfb3,,,,50.2,,,70.2,,
"Supersurface, The Happy Island, project","Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli","5733, 8222, 8220, 8221, 8223, 8224, 8228","(Italian, est. 1966–1982) (Italian, born 1939) (Italian, born 1941) (Italian, born 1935) (Italian, born 1941) (Italian, born 1941) (Italian, born 1941)",(Italian) (Italian) (Italian) (Italian) (Italian) (Italian) (Italian),(1966) (1939) (1941) (1935) (1941) (1941) (1941),(1982) (0) (0) (0) (0) (0) (0),() (Male) (Male) (Male) (Male) (Male) (Male),1971,"Ink, airbrush, graphite, and cut-and-pasted printed paper on paper","19 3/4 x 27 5/8"" (50.2 x 70.2 cm)",Given anonymously,1254.1974,Architecture,Architecture & Design,1974-11-06,Y,869,http://www.moma.org/collection/works/869,http://www.moma.org/media/W1siZiIsIjUyMDEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c57693dd51ebfb3,,,,50.2,,,70.2,,
"Supersurface, The Happy Island, project","Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli","5733, 8222, 8220, 8221, 8223, 8224, 8228","(Italian, est. 1966–1982) (Italian, born 1939) (Italian, born 1941) (Italian, born 1935) (Italian, born 1941) (Italian, born 1941) (Italian, born 1941)",(Italian) (Italian) (Italian) (Italian) (Italian) (Italian) (Italian),(1966) (1939) (1941) (1935) (1941) (1941) (1941),(1982) (0) (0) (0) (0) (0) (0),() (Male) (Male) (Male) (Male) (Male) (Male),1971,"Ink, airbrush, graphite, and cut-and-pasted printed paper on paper","19 3/4 x 27 5/8"" (50.2 x 70.2 cm)",Given anonymously,1254.1974,Architecture,Architecture & Design,1974-11-06,Y,869,http://www.moma.org/collection/works/869,http://www.moma.org/media/W1siZiIsIjUyMDEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c57693dd51ebfb3,,,,50.2,,,70.2,,
"Supersurface, The Happy Island, project","Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli","5733, 8222, 8220, 8221, 8223, 8224, 8228","(Italian, est. 1966–1982) (Italian, born 1939) (Italian, born 1941) (Italian, born 1935) (Italian, born 1941) (Italian, born 1941) (Italian, born 1941)",(Italian) (Italian) (Italian) (Italian) (Italian) (Italian) (Italian),(1966) (1939) (1941) (1935) (1941) (1941) (1941),(1982) (0) (0) (0) (0) (0) (0),() (Male) (Male) (Male) (Male) (Male) (Male),1971,"Ink, airbrush, graphite, and cut-and-pasted printed paper on paper","19 3/4 x 27 5/8"" (50.2 x 70.2 cm)",Given anonymously,1254.1974,Architecture,Architecture & Design,1974-11-06,Y,869,http://www.moma.org/collection/works/869,http://www.moma.org/media/W1siZiIsIjUyMDEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c57693dd51ebfb3,,,,50.2,,,70.2,,
"Supersurface, The Happy Island, project","Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli","5733, 8222, 8220, 8221, 8223, 8224, 8228","(Italian, est. 1966–1982) (Italian, born 1939) (Italian, born 1941) (Italian, born 1935) (Italian, born 1941) (Italian, born 1941) (Italian, born 1941)",(Italian) (Italian) (Italian) (Italian) (Italian) (Italian) (Italian),(1966) (1939) (1941) (1935) (1941) (1941) (1941),(1982) (0) (0) (0) (0) (0) (0),() (Male) (Male) (Male) (Male) (Male) (Male),1971,"Ink, airbrush, graphite, and cut-and-pasted printed paper on paper","19 3/4 x 27 5/8"" (50.2 x 70.2 cm)",Given anonymously,1254.1974,Architecture,Architecture & Design,1974-11-06,Y,869,http://www.moma.org/collection/works/869,http://www.moma.org/media/W1siZiIsIjUyMDEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c57693dd51ebfb3,,,,50.2,,,70.2,,
