Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Nara Convention Hall, Nara, Japan, Exterior perspective",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Synthetic polymer paint on computer-generated print,"21 3/4 x 37 1/4"" (55.2 x 94.6 cm) (comp.)",Gift of the architect,147.1993,Architecture,Architecture & Design,1993-05-04,Y,230,http://www.moma.org/collection/works/230,http://www.moma.org/media/W1siZiIsIjUyNzQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0f434a5dfcf491fe,,,,,,,,,
"Nara Convention Hall, Nara, Japan, Interior perspective of concert hall",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Computer-generated print. print,"21 3/4 x 32 3/4"" (55.2 x 83.2 cm)",Gift of the architect,148.1993,Architecture,Architecture & Design,1993-05-04,Y,231,http://www.moma.org/collection/works/231,http://www.moma.org/media/W1siZiIsIjUyNzQxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ca2281ff2c4516bd,,,,65.0,,,105.0,,
"Nara Convention Hall, Nara, Japan, Sketches of main hall",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Ink on tracing paper,"12 x 33 1/8"" (30.5 x 84.1 cm)",Gift of the architect,149.1993,Architecture,Architecture & Design,1993-05-04,Y,233,http://www.moma.org/collection/works/233,http://www.moma.org/media/W1siZiIsIjUyNzQyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e22a88402f3a5273,,,,30.5,,,84.1,,
"Nara Convention Hall, Nara, Japan, Sketches for main hall",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Felt-tipped pen on tracing paper,"12 x 33 1/4"" (30.5 x 84.5 cm)",Gift of the architect,150.1993,Architecture,Architecture & Design,1993-05-04,Y,235,http://www.moma.org/collection/works/235,http://www.moma.org/media/W1siZiIsIjUyNzQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9edd7353dcf21815,,,,30.5,,,84.5,,
"Nara Convention Hall, Nara, Japan, Site-plan sketch",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Ink on tracing paper,"12 x 19 1/2"" (30.5 x 49.5 cm)",Gift of the architect,151.1993,Architecture,Architecture & Design,1993-05-04,Y,237,http://www.moma.org/collection/works/237,http://www.moma.org/media/W1siZiIsIjUyNzQyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5241eb54dd24eab9,,,,30.5,,,49.5,,
"Nara Convention Hall, Nara, Japan, Perspective sketches for plaza and entrance lobby",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Color ink on tracing paper,"12 x 19 5/8"" (30.5 x 49.9 cm) (comp.)",Gift of the architect,152.1993,Architecture,Architecture & Design,1993-05-04,Y,238,http://www.moma.org/collection/works/238,http://www.moma.org/media/W1siZiIsIjUyNzQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3bead1523910e0eb,,,,30.5,,,49.9,,
"Nara Convention Hall, Nara, Japan, Preliminary sketches",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Ink on tracing paper,"12 x 33 1/2"" (30.5 x 85.1 cm)",Gift of the architect,153.1993,Architecture,Architecture & Design,1993-05-04,Y,239,http://www.moma.org/collection/works/239,http://www.moma.org/media/W1siZiIsIjUyNzQzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4970a93381e6a76f,,,,30.5,,,85.1,,
"Church of the Light, Ibaraki, Osaka, Japan (Interior perspective)",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1989,Color pencil on paper,"10 1/8 x 7 1/8"" (25.7 x 18.1 cm)",Gift of the architect in honor of Philip Johnson,346.1996,Architecture,Architecture & Design,1996-09-25,Y,338,http://www.moma.org/collection/works/338,,,,,25.7176,,,18.0975,,
"Church of the Light, Ibaraki, Osaka, Japan, Interior perspective",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1989,Color pencil (blue and black) on note paper,"10 1/8 x 7 1/8"" (25.7 x 18.1 cm)",Gift of the architect in honor of Philip Johnson,347.1996,Architecture,Architecture & Design,1996-09-25,Y,339,http://www.moma.org/collection/works/339,http://www.moma.org/media/W1siZiIsIjIxMTEyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b51646c1e39eb62,,,,25.7176,,,18.0975,,
"Church of the Light, Ibaraki, Osaka, Japan, Plan",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1989,Graphite on Japanese paper,"16 3/8 x 24"" (41.6 x 61 cm) (approx.)",Gift of the architect in honor of Philip Johnson,348.1996,Architecture,Architecture & Design,1996-09-25,Y,340,http://www.moma.org/collection/works/340,http://www.moma.org/media/W1siZiIsIjUyNzU2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2695d5e420e5bd85,,,,57.5,,,76.7,,
"Church of the Light, Ibaraki, Osaka, Japan, Plan",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1989,Lithograph with color pencil,"40 1/2 x 28 5/8"" (102.9 x 72.7 cm)
",Gift of the architect in honor of Philip Johnson,349.1996,Architecture,Architecture & Design,1996-09-25,Y,341,http://www.moma.org/collection/works/341,http://www.moma.org/media/W1siZiIsIjUyNzU2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6b5bfce3cc6b307e,,,,102.9,,,72.7,,
"Church of the Light, Ibaraki, Osaka, Japan (Plan)",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1989,Graphite on rice paper,"12 3/8 x 10 7/8"" (31.4 x 27.6 cm)",Gift of the architect in honor of Philip Johnson,350.1996,Architecture,Architecture & Design,1996-09-25,Y,343,http://www.moma.org/collection/works/343,,,,,57.5,,,76.7,,
"Re-ruined Hiroshima, Hiroshima, Japan (Perspective)",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1990,Silkscreen after a photo collage original,"34 3/4 x 117"" (88.3 x 297.2 cm)",Gift of the architect in honor of Philip Johnson,359.1996,Architecture,Architecture & Design,1996-09-25,Y,387,http://www.moma.org/collection/works/387,,,5.7,,98.5,,,307.4,,
"Chikatsu-Asuka Historical Museum, Minami-Kawachi, Osaka, Japan, Perspective sketch",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1991,Crayon on mulberry paper,"11 7/8 x 18 11/16"" (30.2 x 47.5 cm)",Gift of the architect in honor of Lily Auchincloss,373.1994,Architecture,Architecture & Design,1994-09-21,Y,426,http://www.moma.org/collection/works/426,http://www.moma.org/media/W1siZiIsIjUyNzYwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=379bcc30f0ce05a2,,,,30.2,,,47.5,,
"Nara Convention Hall Project, Nara, Japan, Perspective",Yoshito Takahashi,7420,"(Japanese, born 1962)",(Japanese),(1962),(0),(Male),1992,Computer-generated print with airbrush on paper,"14 1/4 x 30"" (36.2 x 76.2 cm)",Gift of the architect in honor of Lily Auchincloss,385.1994,Architecture,Architecture & Design,1994-09-21,Y,472,http://www.moma.org/collection/works/472,http://www.moma.org/media/W1siZiIsIjUyNzYzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a06501462817f57,,,,36.2,,,76.2,,
"Helix City Project, Tokyo, Japan (Plan)",Kisho Kurokawa,6967,"(Japanese, 1934–2007)",(Japanese),(1934),(2007),(Male),1961,Cut-and-pasted gelatin silver photographs and ink on cut-and-pasted tracing paper on paper,"21 1/2 x 17 1/2"" (54.6 x 44.5 cm)",Gift of the architect,427.1992,Architecture,Architecture & Design,1992-10-21,Y,621,http://www.moma.org/collection/works/621,http://www.moma.org/media/W1siZiIsIjUyNzY2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eef94caef49802e9,,,,54.6,,,44.5,,
"Floating City project, Kasumigaura, Japan (Plan)",Kisho Kurokawa,6967,"(Japanese, 1934–2007)",(Japanese),(1934),(2007),(Male),1961,Ink and graphite on printed map,"32 1/2 x 22 5/8"" (82.6 x 57.5 cm)",Gift of the architect,428.1992,Architecture,Architecture & Design,1992-10-21,Y,623,http://www.moma.org/collection/works/623,http://www.moma.org/media/W1siZiIsIjI1MTE5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e891063c56fdbf7,,,,82.6,,,57.5,,
"Charrette Submission for The Museum of Modern Art Expansion 1997, New York (Manhattan), New York, First Phase",Toyo Ito,7526,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1997,Paper,"11 x 17"" (28 x 43.2 cm) (approx.)",Gift of the architect,475.1997.1-4,Architecture,Architecture & Design,1997-10-17,Y,665,http://www.moma.org/collection/works/665,http://www.moma.org/media/W1siZiIsIjE3OTM0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dee58e586752d2a8,,,,28.0,,,43.2,,
"Charrette Submission for The Museum of Modern Art Expansion 1997, New York (Manhattan), New York, First Phase","Taniguchi & Associates, Yoshio Taniguchi","8055, 8056","(Japanese) (Japanese, born 1931)",(Japanese) (Japanese),(0) (1931),(0) (0),() (Male),1997,Mixed media,"11 x 17"" (28 x 43.2 cm) (approx.)",Gift of the architect,480.1997.1-8,Architecture,Architecture & Design,1997-10-17,N,681,,,,,,28.0,,,43.2,,
"Charrette Submission for The Museum of Modern Art Expansion 1997, New York (Manhattan), New York, First Phase","Taniguchi & Associates, Yoshio Taniguchi","8055, 8056","(Japanese) (Japanese, born 1931)",(Japanese) (Japanese),(0) (1931),(0) (0),() (Male),1997,Mixed media,"11 x 17"" (28 x 43.2 cm) (approx.)",Gift of the architect,480.1997.1-8,Architecture,Architecture & Design,1997-10-17,N,681,,,,,,28.0,,,43.2,,
"Joint Core System, project, Shinjuku, Tokyo, Japan (Elevation)",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1960,Ink and color pencil on paper,"20 7/8 x 33 3/4"" (53 x 85.7 cm)",Gift of The Howard Gilman Foundation,1204.2000,Architecture,Architecture & Design,2000-10-31,Y,815,http://www.moma.org/collection/works/815,http://www.moma.org/media/W1siZiIsIjU2NTc1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fd18c19221942105,,3.8,,65.1,,,101.6,,
"Re-ruined Hiroshima, project, Hiroshima, Japan (Perspective)",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1968,Ink and gouache with cut-and-pasted gelatin silver print on gelatin silver print,"13 7/8 x 36 7/8"" (35.2 x 93.7 cm)",Gift of The Howard Gilman Foundation,1205.2000,Architecture,Architecture & Design,2000-10-31,Y,816,http://www.moma.org/collection/works/816,http://www.moma.org/media/W1siZiIsIjIzMjMyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6925d6857fd9282c,,3.2,,43.8,,,101.6,,
"Trés Grande Bibliotheque, National Library of France, project, Paris, France","Rem Koolhaas, Art Zaaijer, Xaveer de Geijter, Georges Heinz, Heike Lohmann, Ron Steiner, Alex Wall, Christophe Cornubert, Ramon Klein, Yushi Uehara","6956, 22825, 22826, 22827, 22828, 7579, 22829, 22830, 22831, 8933","(Dutch, born 1944) (Dutch, born 1958) (Belgian, born 1957) (French, born 1959) (German, born 1960) (American, born 1952) (American, born 1948) (American, born 1963) (American, born 1957) (Japanese, born 1964)",(Dutch) (Dutch) (Belgian) (French) (German) (American) (American) (American) (American) (Japanese),(1944) (1958) (1957) (1959) (1960) (1952) (1948) (1963) (1957) (1964),(0) (0) (0) (0) (0) (0) (0) (0) (0) (0),(Male) (Male) (Male) (Male) (Female) (Male) (Male) (Male) (Male) (Male),1989,"Plaster, aluminum, and plywood base","69 x 29 1/2 x 34 1/4"" (104.1 x 74.9 x 87 cm)",Frederieke Taylor Purchase Fund and partial gift of the architect,12.1997,Architecture,Architecture & Design,1997-01-15,Y,969,http://www.moma.org/collection/works/969,http://www.moma.org/media/W1siZiIsIjI5NDYyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96f86ac1f0375e32,,87.0,,175.2603505207,,,74.9,,
"Lemoine House (Maison à Bordeaux), Floirac, Bordeaux, France","Rem Koolhaas, Julien Monfort, Jeroen Thomas, Yo Yamagata, Jeanne Gang, Chris Dondorp","6956, 22837, 8175, 22838, 22839, 22840","(Dutch, born 1944) (French, born 1968) (Dutch, born 1952) (Japanese, born 1962) (American, born 1964) (Dutch, born 1970)",(Dutch) (French) (Dutch) (Japanese) (American) (Dutch),(1944) (1968) (1952) (1962) (1964) (1970),(0) (0) (0) (0) (0) (0),(Male) (Male) (Male) (Male) (Female) (Male),1994-98,"Aluminum, plastic, metal, composite board, rock, electric lights and motor","12 7/8 x 52 1/8 x 18 3/16"" (32.7 x 132.4 x 46.2 cm)",Gift of Patricia Phelps de Cisneros in honor of Terence Riley,101.1996,Architecture,Architecture & Design,1996-04-09,Y,974,http://www.moma.org/collection/works/974,http://www.moma.org/media/W1siZiIsIjIyNzkyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6b57789d35c484f9,,46.1963,,32.7026,,,132.3978,,
"Chikatsa-Asuka Historical Museum, Minami-Kawachi, Osaka, Japan",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1989-1993,"Crayon, pencil, colored pencil, ink, charcoal","13 1/4 x 47 1/2"" (33.7 x 120.7 cm)",Gift of the architect,141.1993,Architecture,Architecture & Design,1993-05-04,Y,991,http://www.moma.org/collection/works/991,http://www.moma.org/media/W1siZiIsIjI2MDQ5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2437d0da14bbe49b,,,,33.6551,,,120.6502,,
"Church on the Water, Hokkaido, Japan",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1985-89,Wood and Plexiglass,"5 1/2 x 53 11/16 x 32"" (14 x 136.4 x 81.3 cm)",Gift of the architect,157.1993,Architecture,Architecture & Design,1993-05-04,Y,993,http://www.moma.org/collection/works/993,http://www.moma.org/media/W1siZiIsIjIyODQ0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=78172e886266103d,,81.2802,,13.97,,,136.3665,,
"Chikatsa-Asuka Historical Museum, Osaka, Japan",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1989-91,Wood and acrylic,"9 x 68 1/4 x 33"" (22.9 x 173.4 x 83.8 cm)",Gift of the architect,158.1993,Architecture,Architecture & Design,1993-05-04,Y,994,http://www.moma.org/collection/works/994,http://www.moma.org/media/W1siZiIsIjIyODQ1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2be4f9d750ddd961,,83.8202,,22.86,,,173.3553,,
"Church of the Light, Ibaraki, Osaka, Japan",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1984-89,Wood,"7 1/8 x 17 3/4 x 7"" (18.1 x 45.1 x 17.8 cm)",Gift of the architect in honor of Philip Johnson,404.1996,Architecture,Architecture & Design,1996-09-25,Y,1024,http://www.moma.org/collection/works/1024,http://www.moma.org/media/W1siZiIsIjIyOTUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2fad67da466698fe,,17.78,,18.1,,,45.0851,,
"Mediatheque, Sendai, Miyagi Prefecture, Japan (Scale model 1:150)","Toyo Ito & Associates, Architects",8987,"(Japan, established 1971)",(Japanese),(1971),(0),(),1995–2001,Acrylic,"10 5/8 x 31 1/2 x 29 1/8"" (27 x 80 x 74 cm)",Gift of the architect in honor of Philip Johnson,413.1996,Architecture,Architecture & Design,1996-09-25,Y,1034,http://www.moma.org/collection/works/1034,http://www.moma.org/media/W1siZiIsIjIxMTI5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45e7d2f8fc6097bc,,74.0,,27.0,,,80.0,,
"Palm Bay Seafront Hotel and Convention Center Project, Agadir, Morocco","Rem Koolhaas, Winy Maas, Elizabeth Alford, Xaveer de Geyter, Ray Maggiore, Vince Scirano, Ron Steiner, Yushi Uehara","6956, 7575, 7576, 7581, 7577, 7578, 7579, 8933","(Dutch, born 1944) (Dutch, born 1959) (American, born 1967) (Dutch, born 1970) (American, born 1964) (American, born 1966) (American, born 1952) (Japanese, born 1964)",(Dutch) (Dutch) (American) (Dutch) (American) (American) (American) (Japanese),(1944) (1959) (1967) (1970) (1964) (1966) (1952) (1964),(0) (0) (0) (0) (0) (0) (0) (0),(Male) (Male) (Female) (Male) (Male) (Male) (Male) (Male),1990,"Plaster, aluminium, and goldplate","5 5/8 x 27 3/8 x 27 3/8"" (14.3 x 69.6 x 69.6 cm)",Gift of the architect in honor of Philip Johnson,414.1996,Architecture,Architecture & Design,1996-09-25,Y,1035,http://www.moma.org/collection/works/1035,http://www.moma.org/media/W1siZiIsIjIxMTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=039ec2e37afcd68c,,69.6,,14.3,,,69.6,,
"Golgi Structures, project",Fumihiko Maki,6954,"(Japanese, born 1928)",(Japanese),(1928),(0),(Male),1967,Plexiglass and acrylic,"5 3/4 x 12 3/4 x 10 7/8"" (14.6 x 32.4 x 27.6 cm)",Gift of the architect in honor of Philip Johnson,416.1996,Architecture,Architecture & Design,1996-09-25,Y,1037,http://www.moma.org/collection/works/1037,http://www.moma.org/media/W1siZiIsIjIyOTU3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a39c6f3521a093c2,,27.6,,14.6050292101,,,32.4,,
"Villa in the Forest, Chino, Nagano, Japan",Kazuyo Sejima & Associates,7563,"(Japanese, established 1987)",(Japanese),(1987),(0),(),1992-94,Acrylic,"6 1/2 x 29 1/2 x 29 3/4"" (16.5 x 74.9 x 75.6 cm)",Gift of the architect in honor of Philip Johnson,422.1996,Architecture,Architecture & Design,1996-09-25,Y,1043,http://www.moma.org/collection/works/1043,http://www.moma.org/media/W1siZiIsIjIyOTU5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0f380da724d2a70a,,76.2002,,31.1151,,,76.2002,,
"Shimosuwa Municipal Museum, Shimosuwa-machi, Nagano Prefecture, Japan (Scale model 1:150)","Toyo Ito & Associates, Architects",8987,"(Japan, established 1971)",(Japanese),(1971),(0),(),1990–1993,Plexiglass and aluminum,"7 5/8 × 47 1/4 × 23 5/8"" (19.4 × 120 × 60 cm)",Gift of the architect,449.1997,Architecture,Architecture & Design,1997-10-17,Y,1056,http://www.moma.org/collection/works/1056,http://www.moma.org/media/W1siZiIsIjUyNzY5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=157a4714f744e852,,60.0076,,19.3675387351,,,120.0,,
"Kansai International Airport, Passenger Terminal Main Building, Osaka, Japan, Study model of main structural truss","Renzo Piano Building Workshop, Renzo Piano, Noriaki Okabe, Peter Rice (Ove Arup and Partners), Nikken Sekkei Ltd.","22845, 8988, 8028, 22843, 22844","(Italian, established 1980) (Italian, born 1937) (Japanese, born 1931)",(Italian) (Italian) (Japanese) () (),(1980) (1937) (1931) (0) (0),(0) (0) (0) (0) (0),() (Male) (Male) (Male) (),1988-94,Painted brass,"5 1/8 x 51 7/8 x 6 7/8"" (13 x 131.8 x 17.5 cm)",Gift of the architect in honor of Philip Johnson,450.1997,Architecture,Architecture & Design,1997-10-17,Y,1057,http://www.moma.org/collection/works/1057,http://www.moma.org/media/W1siZiIsIjUyNzY5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8807686c2b6a7039,,17.4625,,13.0175,,,131.7628,,
