Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Parc de la Villette project, Paris, France",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982–1983,See individual records.,Each: 16 1/2 x 11 3/4,Gift of the architect in honor of Philip Johnson,357.1996.1-20,Architecture,Architecture & Design,1996-09-25,N,364,,,,,,41.9101,,,29.8451,,
"Parc de la Villette Project, Paris, France (Scientific)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Graphite on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.10,Architecture,Architecture & Design,1996-09-25,Y,365,http://www.moma.org/collection/works/365,http://www.moma.org/media/W1siZiIsIjUyNzU3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c1a26816850860ca,,,,29.8451,,,41.9101,,
"Parc de la Villette Project, Paris, France (Cultural)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Colored pencil on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.11,Architecture,Architecture & Design,1996-09-25,Y,366,http://www.moma.org/collection/works/366,http://www.moma.org/media/W1siZiIsIjUyNzU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3d323eecbdf88f19,,,,29.8451,,,41.9101,,
"Parc de la Villette Project, Paris, France (Plan)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Ten photoelectrostatic prints on polymer sheets between synthetic polymer sheets with metal screws and supports,"(Each): 11 3/4 x 16 3/4"" (29.8 x 42.5 cm)",Gift of the architect in honor of Philip Johnson,357.1996.12.a-j,Architecture,Architecture & Design,1996-09-25,Y,367,http://www.moma.org/collection/works/367,http://www.moma.org/media/W1siZiIsIjIxMTE1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=efdd4e81c5f78bf0,,2.9,,42.9,,,30.5,,
"Parc de la Villette Project, Paris, France (Composite [divisions of plot])",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Ink on tracing paper,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)",Gift of the architect in honor of Philip Johnson,357.1996.13,Architecture,Architecture & Design,1996-09-25,Y,368,http://www.moma.org/collection/works/368,http://www.moma.org/media/W1siZiIsIjUyNzU3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0ec04be1d2043d1f,,3.5,,42.9,,,30.5,,
"Parc de la Villette Project, Paris, France (Jogging Track and Green Strip)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Ink on tracing paper,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)",Gift of the architect in honor of Philip Johnson,357.1996.14,Architecture,Architecture & Design,1996-09-25,Y,369,http://www.moma.org/collection/works/369,http://www.moma.org/media/W1siZiIsIjUyNzU3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb9eca6b9549d72e,,2.9,,42.9,,,30.5,,
"Parc de la Villette Project, Paris, France (Base Plan [as Existing] and Moving Elements)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Ink on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.15.a-b,Architecture,Architecture & Design,1996-09-25,Y,370,http://www.moma.org/collection/works/370,http://www.moma.org/media/W1siZiIsIjUyNzU3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4522724d01a67733,,2.9,,42.9,,,30.5,,
"Parc de la Villette Project, Paris, France (Water Strip)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Ink on tracing paper,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)",Gift of the architect in honor of Philip Johnson,357.1996.16,Architecture,Architecture & Design,1996-09-25,Y,372,http://www.moma.org/collection/works/372,http://www.moma.org/media/W1siZiIsIjUyNzU3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3238232ba24f6c53,,2.9,,42.9,,,30.5,,
"Parc de la Villette Project, Paris, France (Greenhouse Strip)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Ink on tracing paper,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)",Gift of the architect in honor of Philip Johnson,357.1996.17,Architecture,Architecture & Design,1996-09-25,Y,373,http://www.moma.org/collection/works/373,http://www.moma.org/media/W1siZiIsIjUyNzU3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=374c54f79d0db1ef,,2.9,,42.9,,,30.5,,
"Parc de la Villette Project, Paris, France (Exercise Strip)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Ink on tracing paper,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)",Gift of the architect in honor of Philip Johnson,357.1996.18,Architecture,Architecture & Design,1996-09-25,Y,374,http://www.moma.org/collection/works/374,http://www.moma.org/media/W1siZiIsIjUyNzU3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=20b24401b6daf04b,,2.9,,42.9,,,30.5,,
"Parc de la Villette Project, Paris, France (Discovery Strip)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Ink on tracing paper,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)",Gift of the architect in honor of Philip Johnson,357.1996.19,Architecture,Architecture & Design,1996-09-25,Y,375,http://www.moma.org/collection/works/375,http://www.moma.org/media/W1siZiIsIjUyNzU4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b845a5abfd8f079e,,2.9,,42.9,,,30.5,,
"Parc de la Villette Project, Paris, France (Car Park)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Colored pencil on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.2,Architecture,Architecture & Design,1996-09-25,Y,376,http://www.moma.org/collection/works/376,http://www.moma.org/media/W1siZiIsIjUyNzU4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b6ecebfd7b9d4ff,,,,29.8451,,,41.9101,,
"Parc de la Villette Project, Paris, France (Planetary Strip)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Ink on tracing paper,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)",Gift of the architect in honor of Philip Johnson,357.1996.20,Architecture,Architecture & Design,1996-09-25,Y,377,http://www.moma.org/collection/works/377,http://www.moma.org/media/W1siZiIsIjUyNzU4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a8f39fa2cab2e5f,,2.9,,42.9,,,30.5,,
"Parc de la Villette Project, Paris, France (Fields)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Colored pencil on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.3,Architecture,Architecture & Design,1996-09-25,Y,378,http://www.moma.org/collection/works/378,http://www.moma.org/media/W1siZiIsIjUyNzU4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8dcb3c6666ed192d,,,,29.8451,,,41.9101,,
"Parc de la Villette Project, Paris, France (Green Strip)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Colored pencil on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.4,Architecture,Architecture & Design,1996-09-25,Y,379,http://www.moma.org/collection/works/379,http://www.moma.org/media/W1siZiIsIjUyNzU4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ad21963542517511,,,,29.8451,,,41.9101,,
"Parc de la Villette Project, Paris, France (Discovery)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Colored pencil on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.5,Architecture,Architecture & Design,1996-09-25,Y,380,http://www.moma.org/collection/works/380,http://www.moma.org/media/W1siZiIsIjUyNzU4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9d161af4494fb4b5,,,,29.8451,,,41.9101,,
"Parc de la Villette Project, Paris, France (Water Strip)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Color pencil on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.6,Architecture,Architecture & Design,1996-09-25,Y,381,http://www.moma.org/collection/works/381,http://www.moma.org/media/W1siZiIsIjUyNzU4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=112b7bfa8e7db538,,,,29.8451,,,41.9101,,
"Parc de la Villette Project, Paris, France (Planetary/Water Strip)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Colored pencil on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.7,Architecture,Architecture & Design,1996-09-25,Y,382,http://www.moma.org/collection/works/382,http://www.moma.org/media/W1siZiIsIjUyNzU4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ea58882c4214b71,,,,29.8451,,,41.9101,,
"Parc de la Villette Project, Paris, France (Planetary/Water Strip)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Colored pencil on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.8,Architecture,Architecture & Design,1996-09-25,Y,383,http://www.moma.org/collection/works/383,http://www.moma.org/media/W1siZiIsIjUyNzU4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dc8c83baae73db98,,,,29.8451,,,41.9101,,
"Parc de la Villette Project, Paris, France (Jogging Track)",Zaha Hadid,6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(Female),1982-83,Color pencil on tracing paper,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",Gift of the architect in honor of Philip Johnson,357.1996.9,Architecture,Architecture & Design,1996-09-25,Y,384,http://www.moma.org/collection/works/384,http://www.moma.org/media/W1siZiIsIjUyNzU4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e94c39aa22adfbd8,,,,29.8451,,,41.9101,,
"Exodus, or the Voluntary Prisoners of Architecture: Prologue","Rem Koolhaas, Elia Zenghelis, Madelon Vriesendorp, Zoe Zenghelis","6956, 7558, 6957, 7559","(Dutch, born 1944) (British, born Greece 1937) (Dutch, born 1945) (British, born Greece 1937)",(Dutch) (British) (Dutch) (British),(1944) (1937) (1945) (1937),(0) (0) (0) (0),(Male) (Male) (Female) (Female),1972,Gelatin silver photographs on board,"16 1/4 x 11 1/2"" (41.3 x 29.2 cm)
","Patricia Phelps de Cisneros Purchase Fund, Takeo Ohbayashi Purchase Fund, and Susan de Menil Purchase Fund",360.1996,Architecture,Architecture & Design,1996-02-25,Y,390,http://www.moma.org/collection/works/390,http://www.moma.org/media/W1siZiIsIjUyNzU5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b8a3e287f3136c10,,,,46.4,,,34.0,,
"Exodus, or the Voluntary Prisoners of Architecture: Prologue","Rem Koolhaas, Elia Zenghelis, Madelon Vriesendorp, Zoe Zenghelis","6956, 7558, 6957, 7559","(Dutch, born 1944) (British, born Greece 1937) (Dutch, born 1945) (British, born Greece 1937)",(Dutch) (British) (Dutch) (British),(1944) (1937) (1945) (1937),(0) (0) (0) (0),(Male) (Male) (Female) (Female),1972,Gelatin silver photographs on board,"16 1/4 x 11 1/2"" (41.3 x 29.2 cm)
","Patricia Phelps de Cisneros Purchase Fund, Takeo Ohbayashi Purchase Fund, and Susan de Menil Purchase Fund",360.1996,Architecture,Architecture & Design,1996-02-25,Y,390,http://www.moma.org/collection/works/390,http://www.moma.org/media/W1siZiIsIjUyNzU5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b8a3e287f3136c10,,,,46.4,,,34.0,,
"Exodus, or the Voluntary Prisoners of Architecture: Exhausted Fugitives Led to Reception","Rem Koolhaas, Elia Zenghelis, Madelon Vriesendorp, Zoe Zenghelis","6956, 7558, 6957, 7559","(Dutch, born 1944) (British, born Greece 1937) (Dutch, born 1945) (British, born Greece 1937)",(Dutch) (British) (Dutch) (British),(1944) (1937) (1945) (1937),(0) (0) (0) (0),(Male) (Male) (Female) (Female),1972,"Cut-and-pasted gelatin silver photographs and photolithographs with ink, crayon, and felt-tipped pen on paper","16 x 11 1/2"" (40.6 x 29.2 cm)","Gift of Patricia Phelps de Cisneros, Takeo Ohbayashi Purchase Fund, and Susan de Menil Purchase Fund",361.1996,Architecture,Architecture & Design,1996-09-25,Y,392,http://www.moma.org/collection/works/392,http://www.moma.org/media/W1siZiIsIjUyNzU5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ba25322ebd8002e8,,,,46.0,,,33.3,,
"Exodus, or the Voluntary Prisoners of Architecture: Exhausted Fugitives Led to Reception","Rem Koolhaas, Elia Zenghelis, Madelon Vriesendorp, Zoe Zenghelis","6956, 7558, 6957, 7559","(Dutch, born 1944) (British, born Greece 1937) (Dutch, born 1945) (British, born Greece 1937)",(Dutch) (British) (Dutch) (British),(1944) (1937) (1945) (1937),(0) (0) (0) (0),(Male) (Male) (Female) (Female),1972,"Cut-and-pasted gelatin silver photographs and photolithographs with ink, crayon, and felt-tipped pen on paper","16 x 11 1/2"" (40.6 x 29.2 cm)","Gift of Patricia Phelps de Cisneros, Takeo Ohbayashi Purchase Fund, and Susan de Menil Purchase Fund",361.1996,Architecture,Architecture & Design,1996-09-25,Y,392,http://www.moma.org/collection/works/392,http://www.moma.org/media/W1siZiIsIjUyNzU5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ba25322ebd8002e8,,,,46.0,,,33.3,,
"Exodus, or the Voluntary Prisoners of Architecture: The Reception Area","Rem Koolhaas, Elia Zenghelis, Madelon Vriesendorp, Zoe Zenghelis","6956, 7558, 6957, 7559","(Dutch, born 1944) (British, born Greece 1937) (Dutch, born 1945) (British, born Greece 1937)",(Dutch) (British) (Dutch) (British),(1944) (1937) (1945) (1937),(0) (0) (0) (0),(Male) (Male) (Female) (Female),1972,Gelatin silver photograph with color ink,"10 1/2 x 14 1/2"" (26.7 x 36.8 cm)","Gift of Patricia Phelps de Cisneros, Takeo Ohbayashi Purchase Fund, and Susan de Menil Purchase Fund",364.1996,Architecture,Architecture & Design,1996-09-25,Y,401,http://www.moma.org/collection/works/401,http://www.moma.org/media/W1siZiIsIjIxMTE3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2afd54ff1798cf62,,,,30.8,,,41.6,,
"Exodus, or the Voluntary Prisoners of Architecture: The Reception Area","Rem Koolhaas, Elia Zenghelis, Madelon Vriesendorp, Zoe Zenghelis","6956, 7558, 6957, 7559","(Dutch, born 1944) (British, born Greece 1937) (Dutch, born 1945) (British, born Greece 1937)",(Dutch) (British) (Dutch) (British),(1944) (1937) (1945) (1937),(0) (0) (0) (0),(Male) (Male) (Female) (Female),1972,Gelatin silver photograph with color ink,"10 1/2 x 14 1/2"" (26.7 x 36.8 cm)","Gift of Patricia Phelps de Cisneros, Takeo Ohbayashi Purchase Fund, and Susan de Menil Purchase Fund",364.1996,Architecture,Architecture & Design,1996-09-25,Y,401,http://www.moma.org/collection/works/401,http://www.moma.org/media/W1siZiIsIjIxMTE3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2afd54ff1798cf62,,,,30.8,,,41.6,,
"Exodus, or the Voluntary Prisoners of Architecture: The Central Area","Rem Koolhaas, Elia Zenghelis, Madelon Vriesendorp, Zoe Zenghelis","6956, 7558, 6957, 7559","(Dutch, born 1944) (British, born Greece 1937) (Dutch, born 1945) (British, born Greece 1937)",(Dutch) (British) (Dutch) (British),(1944) (1937) (1945) (1937),(0) (0) (0) (0),(Male) (Male) (Female) (Female),1972,Graphite and watercolor on paper,"16 3/8 x 11 1/4"" (41.6 x 28.6 cm)","Gift of Patricia Phelps de Cisneros, Takeo Ohbayashi Purchase Fund, and Susan de Menil Purchase Fund",365.1996,Architecture,Architecture & Design,1996-09-25,Y,404,http://www.moma.org/collection/works/404,http://www.moma.org/media/W1siZiIsIjUyNzU5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c26b422f1c7dc650,,,,46.0,,,33.3,,
"Exodus, or the Voluntary Prisoners of Architecture: The Central Area","Rem Koolhaas, Elia Zenghelis, Madelon Vriesendorp, Zoe Zenghelis","6956, 7558, 6957, 7559","(Dutch, born 1944) (British, born Greece 1937) (Dutch, born 1945) (British, born Greece 1937)",(Dutch) (British) (Dutch) (British),(1944) (1937) (1945) (1937),(0) (0) (0) (0),(Male) (Male) (Female) (Female),1972,Graphite and watercolor on paper,"16 3/8 x 11 1/4"" (41.6 x 28.6 cm)","Gift of Patricia Phelps de Cisneros, Takeo Ohbayashi Purchase Fund, and Susan de Menil Purchase Fund",365.1996,Architecture,Architecture & Design,1996-09-25,Y,404,http://www.moma.org/collection/works/404,http://www.moma.org/media/W1siZiIsIjUyNzU5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c26b422f1c7dc650,,,,46.0,,,33.3,,
"Exodus, or the Voluntary Prisoners of Architecture: Training the New Arrivals (Axonometric projection)","Rem Koolhaas, Elia Zenghelis, Madelon Vriesendorp, Zoe Zenghelis","6956, 7558, 6957, 7559","(Dutch, born 1944) (British, born Greece 1937) (Dutch, born 1945) (British, born Greece 1937)",(Dutch) (British) (Dutch) (British),(1944) (1937) (1945) (1937),(0) (0) (0) (0),(Male) (Male) (Female) (Female),1972,Cut-and-pasted photolithographs and gelatin photograph on paper,"10 5/8 x 14 1/2"" (27 x 36.8 cm)
","Gift of Patricia Phelps de Cisneros, Takeo Ohbayashi Purchase Fund, and Susan de Menil Purchase Fund",366.1996,Architecture,Architecture & Design,1996-09-25,Y,406,http://www.moma.org/collection/works/406,http://www.moma.org/media/W1siZiIsIjUyNzU5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=91c22d7666821225,,,,31.8,,,41.3,,
