Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Center for Applied Computer Research, Las Promesas, Mexico, Elevation",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1975,"Ink, felt-tipped pen, and photostat on acetate","37 7/8 x 47 7/8"" (96.2 x 121.6 cm)",Gift of the architect,479.1990,Architecture,Architecture & Design,1990-10-24,Y,675,http://www.moma.org/collection/works/675,http://www.moma.org/media/W1siZiIsIjUyNzE2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ebddfc18a4076ef2,,,,88.3,,,121.6,,
"Center for Applied Computer Research, Las Promesas, Mexico, Section",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1975,Ink and photostat on acetate,"36 3/4 x 38 1/2"" (93.3 x 97.8 cm)
",Gift of the architect,480.1990,Architecture,Architecture & Design,1990-10-24,Y,680,http://www.moma.org/collection/works/680,http://www.moma.org/media/W1siZiIsIjUyNzE2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8bd2a4d90ebeab6e,,,,93.3,,,97.8,,
"Casa de Retiro Espiritual, Córdoba, Spain, Section",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1979,Ink and graphite on paper,"11 1/8 x 15 1/2"" (28.3 x 39.4 cm)",Gift of the architect,481.1990,Architecture,Architecture & Design,1991-10-24,Y,683,http://www.moma.org/collection/works/683,http://www.moma.org/media/W1siZiIsIjUyNzE2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=03ef71c06bc94d9b,,,,28.2576,,,39.3701,,
"Casa de Retiro Espiritual, Córdoba, Spain, Section",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1979,Ink and graphite on paper,"11 1/2 x 15 5/8"" (29.2 x 39.7 cm)",Gift of the architect,482.1990,Architecture,Architecture & Design,1991-10-24,Y,686,http://www.moma.org/collection/works/686,http://www.moma.org/media/W1siZiIsIjUyNzE2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b27bcdecfaacaacf,,,,29.2101,,,39.6876,,
"Casa de Retiro Espiritual, Córdoba, Spain, Plan",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1979,Ink on colored paper,"12 3/4 x 15 3/4"" (32.4 x 40 cm)",Gift of the architect,483.1990,Architecture,Architecture & Design,1990-10-24,Y,689,http://www.moma.org/collection/works/689,http://www.moma.org/media/W1siZiIsIjUyNzE2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dc739cf146b83d3a,,,,32.3851,,,40.0051,,
"Grand Rapids Art Museum, project, Grand Rapids, Michigan, Perspective",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1975,Cut-and-pasted sepia diazotype with color crayon on paper and airbrush,"30 x 40"" (76.2 x 101.6 cm)",Gift of The Howard Gilman Foundation,1182.2000,Architecture,Architecture & Design,2000-10-31,Y,793,http://www.moma.org/collection/works/793,http://www.moma.org/media/W1siZiIsIjExNDk1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e0c4484f884de31f,,3.8,,80.3,,,105.7,,
"Center for Applied Computer Research project, Mexico City, Mexico",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1975,"Painted wood, plastic, and cotton","6 x 40 1/8 x 40 1/8"" (15.2 x 101.9 x 101.9 cm)",Gift of the architect,489.1990,Architecture,Architecture & Design,1990-10-24,Y,1067,http://www.moma.org/collection/works/1067,,,101.9177,,15.24,,,101.9177,,
"Casa de Retiro Espiritual, Córdoba, Spain",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1976-79,Plastic,"14 3/16 x 32 3/8 x 36 1/8"" (36 x 82.2 x 91.8 cm)",Gift of the architect,490.1990,Architecture,Architecture & Design,1990-10-24,Y,1068,http://www.moma.org/collection/works/1068,http://www.moma.org/media/W1siZiIsIjIyOTg3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=145fe11fc5cd1b46,,91.7577,,36.0363,,,82.2327,,
Cheese Grater,Alejandro Ruiz,26470,"(Argentine, born 1958)",(Argentine),(1958),(0),(Male),1994,Plastic and metal,"2 1/2 x 3 x 6"" (6.3 x 7.6 x 15.2 cm)",Gift of the manufacturer,138.1995,Design,Architecture & Design,1995-05-09,Y,2516,http://www.moma.org/collection/works/2516,http://www.moma.org/media/W1siZiIsIjIyODM0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=35a4e5ba21ac97b9,,15.24,,6.3,,,7.62,,
Flashlights,Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1983,ABS plastic,"Each: 4 x 1 1/4 x 1"" (10.2 x 3.2 x 2.5 cm)",Gift of the designer,197.1987.1-4,Design,Architecture & Design,1987-05-27,Y,2592,http://www.moma.org/collection/works/2592,http://www.moma.org/media/W1siZiIsIjIxMDY1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f9ce58ef7e1272d6,,2.54,,10.16,,,3.175,,
Vertebra Operational Chair,"Emilio Ambasz, Giancarlo Piretti","141, 4638","(Argentine, born 1943) (Italian, born 1940)",(Argentine) (Italian),(1943) (1940),(0) (0),(Male) (Male),1975,"Injected molded thermoplastic, die-cast aluminum, and fabric upholstery","30 3/4 x 19 x 23 3/8"" (78.1 x 48.2 x 59.4 cm), seat h. 18"" (45.7 cm)",Gift of Open Ark B.V,346.1982,Design,Architecture & Design,1982-10-27,Y,3354,http://www.moma.org/collection/works/3354,http://www.moma.org/media/W1siZiIsIjIyOTM0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69b67e20f1abee8b,,59.3726,,78.1052,,,48.2,,
Vertebra Executive's Chair,"Emilio Ambasz, Giancarlo Piretti","141, 4638","(Argentine, born 1943) (Italian, born 1940)",(Argentine) (Italian),(1943) (1940),(0) (0),(Male) (Male),1975,"Injection molded thermoplastic, die-cast aluminum, and fabric upholstery","38 7/8 x 22 7/8 x 25 1/2"" (98.7 x 58.1 x 64.8 cm), seat h. 19"" (48.3 cm)",Gift of Open Ark B.V,347.1982,Design,Architecture & Design,1982-10-27,Y,3360,http://www.moma.org/collection/works/3360,http://www.moma.org/media/W1siZiIsIjUyMTQzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c01871e37d978d35,,64.8,,98.7427,,,58.1026,,
B.K.F. Chair,"Antonio Bonet, Juan Kurchan, Jorge Ferrari Hardoy","658, 3304, 1858","(Spanish, 1913–1989) (Argentine, 1913–1975) (Argentine, 1914–1977)",(Spanish) (Argentine) (Argentine),(1913) (1913) (1914),(1989) (1975) (1977),(Male) (Male) (Male),1938,Painted wrought-iron rod and leather,"Overall: 34 3/8 x 32 3/4 x 29 3/4"" (87.3 x 83.2 x 75.6 cm)","Edgar Kaufmann, Jr. Fund",715.1943.a-b,Design,Architecture & Design,1943-11-04,Y,4393,http://www.moma.org/collection/works/4393,http://www.moma.org/media/W1siZiIsIjIxMTg1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7324c596086e1cde,,75.5652,,87.3,,,83.2,,
B.K.F. Chair,"Antonio Bonet, Juan Kurchan, Jorge Ferrari Hardoy","658, 3304, 1858","(Spanish, 1913–1989) (Argentine, 1913–1975) (Argentine, 1914–1977)",(Spanish) (Argentine) (Argentine),(1913) (1913) (1914),(1989) (1975) (1977),(Male) (Male) (Male),1938,Painted wrought-iron rod and leather,"Overall: 34 3/8 x 32 3/4 x 29 3/4"" (87.3 x 83.2 x 75.6 cm)","Edgar Kaufmann, Jr. Fund",715.1943.a-b,Design,Architecture & Design,1943-11-04,Y,4393,http://www.moma.org/collection/works/4393,http://www.moma.org/media/W1siZiIsIjIxMTg1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7324c596086e1cde,,75.5652,,87.3,,,83.2,,
"Marilú Marini, Aida Laib, Ana Kamien, Danza Actual (Poster for a dance performance at the Teatro Alianza Francesa, Buenos Aires)",Edgardo Miguel Gimenez,2164,"(Argentine, born 1942)",(Argentine),(1942),(0),(Male),1964,Offset lithograph,"39 x 18 1/4"" (99.1 x 46.3 cm)",Gift of the designer,260.1981,Design,Architecture & Design,1981-04-30,Y,5904,http://www.moma.org/collection/works/5904,http://www.moma.org/media/W1siZiIsIjUyMDg4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6b483bf3134c0c3d,,,,99.1,,,46.3,,
Geigy Graphics,Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1967,Offset lithography with die cut,"15 1/2 x 15"" (39.4 x 38.1 cm)",Gift of the designer,427.1972,Design,Architecture & Design,1968-01-01,Y,6868,http://www.moma.org/collection/works/6868,,,,,39.4,,,38.1,,
Q. And babies? A. And babies.,"Irving Petlin, Jon Hendricks, Frazer Dougherty, Ronald L. Haeberle, Emilio Ambasz","4578, 17495, 67783, 2440, 141","(American, born 1934) (American, born 1939) (American, born 1922) (American, born 1941) (Argentine, born 1943)",(American) (American) (American) (American) (Argentine),(1934) (1939) (1922) (1941) (1943),(0) (0) (0) (0) (0),(Male) (Male) (Male) (Male) (Male),1970,Offset lithograph,"25 x 38"" (63.5 x 96.5 cm)",Gift of the Benefit for Attica Defense Fund,498.1978,Design,Architecture & Design,1978-09-27,Y,7272,http://www.moma.org/collection/works/7272,http://www.moma.org/media/W1siZiIsIjQ2MjY1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d8aecaac9ab831c4,,,,63.5,,,96.5,,
Exposición y Feria Nacional de Olavarría,"Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1960,Photolithograph,"43 x 28 3/4"" (109.2 x 73.0 cm)",Gift of the artist,747.1963,Design,Architecture & Design,1963-12-10,Y,8032,http://www.moma.org/collection/works/8032,http://www.moma.org/media/W1siZiIsIjUxODU0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a6ad70220c11a436,,,,109.2,,,73.0,,
Exposición y Feria Nacional de Olavarría,"Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1960,Photolithograph,"43 x 28 3/4"" (109.2 x 73.0 cm)",Gift of the artist,747.1963,Design,Architecture & Design,1963-12-10,Y,8032,http://www.moma.org/collection/works/8032,http://www.moma.org/media/W1siZiIsIjUxODU0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a6ad70220c11a436,,,,109.2,,,73.0,,
Exposición y Feria Nacional de Olavarría,"Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1960,Photolithograph,"43 x 28 3/4"" (109.2 x 73.0 cm)",Gift of the artist,747.1963,Design,Architecture & Design,1963-12-10,Y,8032,http://www.moma.org/collection/works/8032,http://www.moma.org/media/W1siZiIsIjUxODU0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a6ad70220c11a436,,,,109.2,,,73.0,,
Olivetti: Diseño y Productos,"Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1967,Offset lithograph,"28 1/2 x 42 1/2"" (72 x 107 cm)",Gift of the designers,1129.1969,Design,Architecture & Design,1969-12-01,Y,8606,http://www.moma.org/collection/works/8606,http://www.moma.org/media/W1siZiIsIjIxMTk4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3268ade81bcfb5a,,,,72.0,,,107.0,,
Olivetti: Diseño y Productos,"Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1967,Offset lithograph,"28 1/2 x 42 1/2"" (72 x 107 cm)",Gift of the designers,1129.1969,Design,Architecture & Design,1969-12-01,Y,8606,http://www.moma.org/collection/works/8606,http://www.moma.org/media/W1siZiIsIjIxMTk4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3268ade81bcfb5a,,,,72.0,,,107.0,,
Olivetti: Diseño y Productos,"Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1967,Offset lithograph,"28 1/2 x 42 1/2"" (72 x 107 cm)",Gift of the designers,1129.1969,Design,Architecture & Design,1969-12-01,Y,8606,http://www.moma.org/collection/works/8606,http://www.moma.org/media/W1siZiIsIjIxMTk4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3268ade81bcfb5a,,,,72.0,,,107.0,,
"Le Park - Gran Premio de Pintura, XXXIII Bienal de Venecia 1966","Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1967,Offset lithograph,"28 1/2 x 43"" (72.4 x 109.2 cm)",Gift of the designers,1130.1969,Design,Architecture & Design,1969-12-01,Y,8608,http://www.moma.org/collection/works/8608,,,0.0,,72.3901447803,,,109.2202184404,,
"Le Park - Gran Premio de Pintura, XXXIII Bienal de Venecia 1966","Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1967,Offset lithograph,"28 1/2 x 43"" (72.4 x 109.2 cm)",Gift of the designers,1130.1969,Design,Architecture & Design,1969-12-01,Y,8608,http://www.moma.org/collection/works/8608,,,0.0,,72.3901447803,,,109.2202184404,,
"Le Park - Gran Premio de Pintura, XXXIII Bienal de Venecia 1966","Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1967,Offset lithograph,"28 1/2 x 43"" (72.4 x 109.2 cm)",Gift of the designers,1130.1969,Design,Architecture & Design,1969-12-01,Y,8608,http://www.moma.org/collection/works/8608,,,0.0,,72.3901447803,,,109.2202184404,,
Premio di Tella,"Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1967,Offset lithograph,"28 1/2 x 43 1/4"" (72.4 x 109.9 cm)",Gift of the designers,1131.1969,Design,Architecture & Design,1969-12-01,Y,8610,http://www.moma.org/collection/works/8610,,,,,72.4,,,109.9,,
Premio di Tella,"Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1967,Offset lithograph,"28 1/2 x 43 1/4"" (72.4 x 109.9 cm)",Gift of the designers,1131.1969,Design,Architecture & Design,1969-12-01,Y,8610,http://www.moma.org/collection/works/8610,,,,,72.4,,,109.9,,
Premio di Tella,"Juan Carlos Distéfano, Rubén Fontana, Carlos Soler","1556, 1931, 5515","(Argentine, born 1933) (Argentine, born 1942) (Argentine)",(Argentine) (Argentine) (Argentine),(1933) (1942) (0),(0) (0) (0),(Male) (Male) (Male),1967,Offset lithograph,"28 1/2 x 43 1/4"" (72.4 x 109.9 cm)",Gift of the designers,1131.1969,Design,Architecture & Design,1969-12-01,Y,8610,http://www.moma.org/collection/works/8610,,,,,72.4,,,109.9,,
Denise René 1966,Julio Le Parc,3432,"(Argentine, born 1928)",(Argentine),(1928),(0),(Male),1966,Poster,"30 x 16 1/2"" (76.2 x 41.9 cm)",Gift of Mr. and Mrs. Leo Farland,2263.1967,Design,Architecture & Design,1967-10-18,N,8966,,,,,,76.2,,,41.9,,
Plate (folio 2) from LAS PALOMAS,Mabel Rubli,5072,"(Argentine, born 1933)",(Argentine),(1933),(0),(Female),1966,"Linoleum cut, printed in color","irreg. composition  12 7/16 x 8 15/16"" (31.6 x 22.8 cm)",Anonymous gift,75.1968.1,Illustrated Book,Drawings & Prints,1968-02-05,N,11021,,,,,,31.6,,,22.8,,
Las Palomas,Mabel Rubli,5072,"(Argentine, born 1933)",(Argentine),(1933),(0),(Female),1966,Illustrated book with three linoleum cuts,"page: 13 3/4 x 9 13/16"" (35 x 25 cm); prints:  various dimensions.",Anonymous gift,75.1968.1-3,Illustrated Book,Drawings & Prints,1968-02-05,Y,11022,http://www.moma.org/collection/works/11022,,,,,35.0,,,25.0,,
Plate (folio 4) from LAS PALOMAS,Mabel Rubli,5072,"(Argentine, born 1933)",(Argentine),(1933),(0),(Female),1966,"Linoleum cut, printed in black","irreg. composition  8 7/8 x 8 1/4"" (22.5 x 21 cm)",Anonymous gift,75.1968.2,Illustrated Book,Drawings & Prints,1968-02-05,N,11023,,,,,,22.5,,,21.0,,
Plate (folio 6) from LAS PALOMAS,Mabel Rubli,5072,"(Argentine, born 1933)",(Argentine),(1933),(0),(Female),1966,"Linoleum cut, printed in color","irreg. composition  11 7/8 x 8 1/2"" (30.2 x 21.6 cm)",Anonymous gift,75.1968.3,Illustrated Book,Drawings & Prints,1968-02-05,N,11024,,,,,,30.2,,,21.6,,
Libro de Tapas (Book of Covers),Luis Seoane,5343,"(Argentine, 1910–1979)",(Argentine),(1910),(1979),(Male),1953,Illustrated book with twenty-eight linoleum cuts (including cover),"page (each): 10 5/8 × 14 1/16"" (27 × 35.7 cm); overall: 11 1/8 × 14 3/4 × 5/8"" (28.3 × 37.4 × 1.6 cm)",Gift of Monroe Wheeler,167.1954.1-28,Illustrated Book,Drawings & Prints,1954-04-06,Y,12570,http://www.moma.org/collection/works/12570,http://www.moma.org/media/W1siZiIsIjQ4MTY5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7aee0ae1d8217f24,,,,27.0,,,35.7,,
Declaracion Universal de Derechos Humanos,"Antoni Tàpies, Rufino Tamayo, Robert Motherwell, José Guerrero, Antoni Clavé, Eduardo Chillida, Antonio Saura, Julio Le Parc, Rafael Canogar, Various Artists","5809, 5795, 4126, 2395, 1138, 1104, 5181, 3432, 952, 24409","(Spanish, 1923–2012) (Mexican, 1899–1991) (American, 1915–1991) (American, 1914–1991) (Spanish, born 1913) (Spanish, 1924–2002) (Spanish, 1930–1998) (Argentine, born 1928) (Spanish, born 1935)",(Spanish) (Mexican) (American) (American) (Spanish) (Spanish) (Spanish) (Argentine) (Spanish) (),(1923) (1899) (1915) (1914) (1913) (1924) (1930) (1928) (1935) (0),(2012) (1991) (1991) (1991) (0) (2002) (1998) (0) (0) (0),(Male) (Male) (Male) (Male) (Male) (Male) (Male) (Male) (Male) (),1984,"12 lithographs (3 with embossing, collagraph and/or varnish additions), 9 soft ground etchings (8 with aquatint, lift ground aquatint, and/or collagraph), 3 lift ground aquatints, 3 pochoirs, and 3 aquatints (1 with etching)","page  19 7/8 x 13 15/16"" (50 x 35.5 cm)
Prints: various dimensions.",Given anonymously,215.1986.1-30,Illustrated Book,Drawings & Prints,1986-05-20,Y,13820,http://www.moma.org/collection/works/13820,,,,,50.0,,,35.5,,
