Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Nepobedimye,"Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),1928,Lithograph,"39 1/2 x 28"" (100 x 72 cm)",Gift of Susan Pack,37.1997,Design,Architecture & Design,1997-01-15,Y,4822,http://www.moma.org/collection/works/4822,http://www.moma.org/media/W1siZiIsIjUyNzYwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=67fc8e1cbaef7599,,,,100.0,,,72.0,,
Parizhanka,"Vladimir Stenberg, Yakov Ruklevsky, Georgii Stenberg","5642, 8376, 6965","(Russian, 1899–1982) (Russian, 1884–1965) (Russian, 1900–1933)",(Russian) (Russian) (Russian),(1899) (1884) (1900),(1982) (1965) (1933),(Male) (Male) (Male),1927,Lithograph,"53 5/16 x 39 1/16"" (137 x 99.2 cm)",Gift of Susan Pack,38.1997,Design,Architecture & Design,1997-01-15,Y,4825,http://www.moma.org/collection/works/4825,http://www.moma.org/media/W1siZiIsIjUyNzYyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7e4cc9c24b4b6abe,,,,137.0,,,99.2,,
Parizhanka,"Vladimir Stenberg, Yakov Ruklevsky, Georgii Stenberg","5642, 8376, 6965","(Russian, 1899–1982) (Russian, 1884–1965) (Russian, 1900–1933)",(Russian) (Russian) (Russian),(1899) (1884) (1900),(1982) (1965) (1933),(Male) (Male) (Male),1927,Lithograph,"53 5/16 x 39 1/16"" (137 x 99.2 cm)",Gift of Susan Pack,38.1997,Design,Architecture & Design,1997-01-15,Y,4825,http://www.moma.org/collection/works/4825,http://www.moma.org/media/W1siZiIsIjUyNzYyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7e4cc9c24b4b6abe,,,,137.0,,,99.2,,
Parizhanka,"Vladimir Stenberg, Yakov Ruklevsky, Georgii Stenberg","5642, 8376, 6965","(Russian, 1899–1982) (Russian, 1884–1965) (Russian, 1900–1933)",(Russian) (Russian) (Russian),(1899) (1884) (1900),(1982) (1965) (1933),(Male) (Male) (Male),1927,Lithograph,"53 5/16 x 39 1/16"" (137 x 99.2 cm)",Gift of Susan Pack,38.1997,Design,Architecture & Design,1997-01-15,Y,4825,http://www.moma.org/collection/works/4825,http://www.moma.org/media/W1siZiIsIjUyNzYyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7e4cc9c24b4b6abe,,,,137.0,,,99.2,,
"La Nijinska, Ballet Russes (Poster for Les Biches and Le Train Bleu created by Bronislava Nijinska for the Ballet Russes)",Iurii Annenkov,12172,"(Russian, 1889–1974)",(Russian),(1889),(1974),(Male),1924,Lithograph with hand additions,"24 5/8 x 37 1/2"" (62.5 x 95.3 cm)",Gift of Bernard Davis,84.1947,Design,Architecture & Design,1947-03-13,Y,4991,http://www.moma.org/collection/works/4991,http://www.moma.org/media/W1siZiIsIjUxNzU4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c47506ac39f78f24,,,,62.5,,,95.3,,
The Victory of a Woman,"V. Simon, I. Stepanov","5440, 8372",(Russian) (Russian),(Russian) (Russian),(0) (0),(0) (0),() (),1927,Lithograph,"44 1/2 x 30"" (113.0 x 76.2 cm)",Given anonymously,92.1961,Design,Architecture & Design,1961-02-07,Y,5033,http://www.moma.org/collection/works/5033,http://www.moma.org/media/W1siZiIsIjc3NzgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=12507076057f0869,,,,113.0,,,76.2,,
The Victory of a Woman,"V. Simon, I. Stepanov","5440, 8372",(Russian) (Russian),(Russian) (Russian),(0) (0),(0) (0),() (),1927,Lithograph,"44 1/2 x 30"" (113.0 x 76.2 cm)",Given anonymously,92.1961,Design,Architecture & Design,1961-02-07,Y,5033,http://www.moma.org/collection/works/5033,http://www.moma.org/media/W1siZiIsIjc3NzgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=12507076057f0869,,,,113.0,,,76.2,,
I Hurry to See Khaz Push,Boris Prusakov,4747,(Russian),(Russian),(0),(0),(Male),1927-28,Offset lithograph,"43 1/2 x 30 1/8"" (110.5 x 76.5 cm)",Given anonymously,93.1961,Design,Architecture & Design,1961-02-07,Y,5038,http://www.moma.org/collection/works/5038,,,,,110.5,,,76.5,,
Forced Labor,"Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),1928,Offset lithograph,"27 1/4 x 49 1/2"" (69.2 x 125.7 cm)",Given anonymously,94.1961,Design,Architecture & Design,1961-02-07,Y,5043,http://www.moma.org/collection/works/5043,,,,,69.2,,,125.7,,
Forced Labor,"Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),1928,Offset lithograph,"27 1/4 x 49 1/2"" (69.2 x 125.7 cm)",Given anonymously,94.1961,Design,Architecture & Design,1961-02-07,Y,5043,http://www.moma.org/collection/works/5043,,,,,69.2,,,125.7,,
Through the Flames,"Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),1927,Lithograph,"39 x  27 1/2"" ( 99 x  69.8 cm)",Arthur Drexler Fund,127.1992,Design,Architecture & Design,1992-01-15,Y,5156,http://www.moma.org/collection/works/5156,http://www.moma.org/media/W1siZiIsIjUyNzM5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f6a2e9fe233bac86,,,,99.0,,,69.8,,
Through the Flames,"Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),1927,Lithograph,"39 x  27 1/2"" ( 99 x  69.8 cm)",Arthur Drexler Fund,127.1992,Design,Architecture & Design,1992-01-15,Y,5156,http://www.moma.org/collection/works/5156,http://www.moma.org/media/W1siZiIsIjUyNzM5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f6a2e9fe233bac86,,,,99.0,,,69.8,,
Chelovek s Kinoapparatom,"Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),1929,Lithograph,"39 1/2 x 27 1/4"" (100.5 x 69.2 cm)",Arthur Drexler Fund and purchase,128.1992,Design,Architecture & Design,1992-01-15,Y,5159,http://www.moma.org/collection/works/5159,http://www.moma.org/media/W1siZiIsIjUyNzM5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dbf82db68063e9f7,,,,100.5,,,69.2,,
Chelovek s Kinoapparatom,"Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),1929,Lithograph,"39 1/2 x 27 1/4"" (100.5 x 69.2 cm)",Arthur Drexler Fund and purchase,128.1992,Design,Architecture & Design,1992-01-15,Y,5159,http://www.moma.org/collection/works/5159,http://www.moma.org/media/W1siZiIsIjUyNzM5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dbf82db68063e9f7,,,,100.5,,,69.2,,
Hitler is Breaking Through the Non-Aggression Pact,"Kukryniksy (collective), Mikhail Kuprianov, Nikolai Sokolov, Porfiry Krylov","37855, 3291, 23956, 25038","(Russian, founded 1924) (Russian) (Russian, 1903–2000) (Russian, 1902–1990)",(Russian) (Russian) (Russian) (Russian),(1924) (0) (1903) (1902),(0) (0) (2000) (1990),() (Male) (Male) (Male),1941,Lithograph,"34 3/8 x 24 1/2"" (87.3 x 62.2 cm)",Anonymous gift,150.1968,Design,Architecture & Design,,Y,5294,http://www.moma.org/collection/works/5294,,,,,87.3,,,62.2,,
Hitler is Breaking Through the Non-Aggression Pact,"Kukryniksy (collective), Mikhail Kuprianov, Nikolai Sokolov, Porfiry Krylov","37855, 3291, 23956, 25038","(Russian, founded 1924) (Russian) (Russian, 1903–2000) (Russian, 1902–1990)",(Russian) (Russian) (Russian) (Russian),(1924) (0) (1903) (1902),(0) (0) (2000) (1990),() (Male) (Male) (Male),1941,Lithograph,"34 3/8 x 24 1/2"" (87.3 x 62.2 cm)",Anonymous gift,150.1968,Design,Architecture & Design,,Y,5294,http://www.moma.org/collection/works/5294,,,,,87.3,,,62.2,,
Hitler is Breaking Through the Non-Aggression Pact,"Kukryniksy (collective), Mikhail Kuprianov, Nikolai Sokolov, Porfiry Krylov","37855, 3291, 23956, 25038","(Russian, founded 1924) (Russian) (Russian, 1903–2000) (Russian, 1902–1990)",(Russian) (Russian) (Russian) (Russian),(1924) (0) (1903) (1902),(0) (0) (2000) (1990),() (Male) (Male) (Male),1941,Lithograph,"34 3/8 x 24 1/2"" (87.3 x 62.2 cm)",Anonymous gift,150.1968,Design,Architecture & Design,,Y,5294,http://www.moma.org/collection/works/5294,,,,,87.3,,,62.2,,
Hitler is Breaking Through the Non-Aggression Pact,"Kukryniksy (collective), Mikhail Kuprianov, Nikolai Sokolov, Porfiry Krylov","37855, 3291, 23956, 25038","(Russian, founded 1924) (Russian) (Russian, 1903–2000) (Russian, 1902–1990)",(Russian) (Russian) (Russian) (Russian),(1924) (0) (1903) (1902),(0) (0) (2000) (1990),() (Male) (Male) (Male),1941,Lithograph,"34 3/8 x 24 1/2"" (87.3 x 62.2 cm)",Anonymous gift,150.1968,Design,Architecture & Design,,Y,5294,http://www.moma.org/collection/works/5294,,,,,87.3,,,62.2,,
Ovod,Antoli Pawlowitsch Belski,459,"(Russian, 1896–1971)",(Russian),(1896),(1971),(Male),c. 1931,Lithograph,"55 1/2 x 42 1/4"" (141 x 107.3 cm)","Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",233.1987,Design,Architecture & Design,1987-05-27,Y,5779,http://www.moma.org/collection/works/5779,http://www.moma.org/media/W1siZiIsIjUyNjcxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0d23c759b01c21a9,,,,141.0,,,107.3,,
The Pipe of the Communards,Antoli Pawlowitsch Belski,459,"(Russian, 1896–1971)",(Russian),(1896),(1971),(Male),1929,Lithograph,"43 x 29 1/4"" (109.2 x 74.2 cm)","Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",234.1987,Design,Architecture & Design,1987-05-27,Y,5782,http://www.moma.org/collection/works/5782,http://www.moma.org/media/W1siZiIsIjIxMDgyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18e2bcdbc5f5a79b,,,,109.2,,,74.2,,
"Pounded Cutlet (Poster for 1921 film At The Ringside, directed by Charley Chase, starring Snub Pollard)","Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),1927,Lithograph,"40 x 27 1/2"" (105 x 70 cm)","Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",275.1986,Design,Architecture & Design,1986-10-07,Y,6007,http://www.moma.org/collection/works/6007,http://www.moma.org/media/W1siZiIsIjUyNjczNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a7d712f4ea0c80ab,,,,105.0,,,70.0,,
"Pounded Cutlet (Poster for 1921 film At The Ringside, directed by Charley Chase, starring Snub Pollard)","Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),1927,Lithograph,"40 x 27 1/2"" (105 x 70 cm)","Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",275.1986,Design,Architecture & Design,1986-10-07,Y,6007,http://www.moma.org/collection/works/6007,http://www.moma.org/media/W1siZiIsIjUyNjczNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a7d712f4ea0c80ab,,,,105.0,,,70.0,,
Zare,"Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),c. 1927,Lithograph,"57 x 41 3/8"" (144.7 x 105 cm)",Leonard and Evelyn Lauder Fund,276.1986,Design,Architecture & Design,1986-10-07,Y,6014,http://www.moma.org/collection/works/6014,http://www.moma.org/media/W1siZiIsIjUyNjczNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fe9a366f82c9623a,,,,144.7,,,105.0,,
Zare,"Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(Male) (Male),c. 1927,Lithograph,"57 x 41 3/8"" (144.7 x 105 cm)",Leonard and Evelyn Lauder Fund,276.1986,Design,Architecture & Design,1986-10-07,Y,6014,http://www.moma.org/collection/works/6014,http://www.moma.org/media/W1siZiIsIjUyNjczNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fe9a366f82c9623a,,,,144.7,,,105.0,,
Russian World War II Poster (The Wedding Present),Vladimir Lebedev,12945,"(Russian, 1891–1967)",(Russian),(1891),(1967),(Male),1939-1943,Poster,,Gift of U.S.S.R. Society for Cultural Relation with Foreign Countries,296.1943,Design,Architecture & Design,1943-05-12,N,6131,,,,,,,,,,,
Russian World War II Poster (Old Clothes Men),Vladimir Lebedev,12945,"(Russian, 1891–1967)",(Russian),(1891),(1967),(Male),1939-1943,Poster,,Gift of U.S.S.R. Society for Cultural Relation with Foreign Countries,297.1943,Design,Architecture & Design,1943-05-12,N,6135,,,,,,,,,,,
Let Us Ruthlessly Crush and Destroy the Enemy,Kukryniksy (collective),37855,"(Russian, founded 1924)",(Russian),(1924),(0),(),1941,Lithograph,"34 3/8 x 24 3/8"" (87.3 x 62 cm)",Gift of U.S.S.R. Society for Cultural Relation with Foreign Countries,298.1943,Design,Architecture & Design,1943-05-12,Y,6138,http://www.moma.org/collection/works/6138,http://www.moma.org/media/W1siZiIsIjUxNzQ4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=17c34ee78a52ae4f,,,,87.3127,,,61.9126,,
Their Nightmare 5 Year Plan in 4 Years,G. Robz,23383,(Russian),(Russian),(0),(0),(),1930,Lithograph,"40 1/8 x 27 7/8"" (102.2 x 70.8 cm)",Gift of Miss Jessie Rosenfeld,301.1943,Design,Architecture & Design,1943-05-12,Y,6150,http://www.moma.org/collection/works/6150,http://www.moma.org/media/W1siZiIsIjUxNzQ5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8894da783c888afc,,,,101.9177,,,70.8026,,
"Workers of the World, Unite!",Dmitrii Moor,24165,"(Russian, 1883–1946)",(Russian),(1883),(1946),(Male),c.1941,Lithograph,"41 x 56 3/8"" (104.1 x 143.2 cm)",Gift of Miss Jessie Rosenfeld,304.1943,Design,Architecture & Design,1943-05-12,Y,6162,http://www.moma.org/collection/works/6162,http://www.moma.org/media/W1siZiIsIjIwODcyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c1bcd984b7eb67ea,,0.0,,104.1,,,143.2,,
"The Revolutionary Wave Against Capital, Fascist Terror, Hunger, and War Grows",Viktor Nikolaevich Deni,24316,"(Russian, 1893–1946)",(Russian),(1893),(1946),(Male),c.1941,Lithograph,"28 5/8 x 40 7/8"" (72.7 x 103.9 cm)",Gift of Miss Jessie Rosenfeld,306.1943,Design,Architecture & Design,1943-05-12,Y,6170,http://www.moma.org/collection/works/6170,http://www.moma.org/media/W1siZiIsIjUxNzQ5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9965e2ee81cc68e8,,,,72.7076,,,103.8227,,
Imperialism and Religion,Mikhail Cheremnykh,38273,"(Russian, 1890–1962)",(Russian),(1890),(1962),(Male),late 1920s,Lithograph,"20 x 28 1/4"" (50.8 x 71.8 cm)",Gift of Miss Jessie Rosenfeld,307.1943,Design,Architecture & Design,1943-05-12,Y,6174,http://www.moma.org/collection/works/6174,http://www.moma.org/media/W1siZiIsIjM5NjgxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fc89a3ae7a1d362c,,,,50.8001016002,,,71.7551435103,,
5 in 4: For the General Party Line (Russian poster dealing with the 5 year plan),Viktor Nikolaevich Deni,24316,"(Russian, 1893–1946)",(Russian),(1893),(1946),(Male),c.1941,Lithograph,,Gift of Miss Jessie Rosenfeld,308.1943,Design,Architecture & Design,1943-05-12,Y,6178,http://www.moma.org/collection/works/6178,http://www.moma.org/media/W1siZiIsIjIwODczMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=74886b60b69d4f81,,,,,,,,,
Be Ready for the Defense of U.S.S.R.,"Dmitrij Naumovich Babichenko, Vladimir Vladimirovich Kudryashev","37857, 67985","(Russian, 1901–1991) (Russian, 1902–1944)",(Russian) (Russian),(1901) (1902),(1991) (1944),(Male) (Male),1931,Lithograph,"28 3/8 x 20 1/2"" (72.1 x 52 cm)",Gift of Miss Jessie Rosenfeld,309.1943,Design,Architecture & Design,1943-05-12,Y,6182,http://www.moma.org/collection/works/6182,http://www.moma.org/media/W1siZiIsIjUxNzQ5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a015cf4b00919a8,,,,72.0726,,,52.0701,,
Be Ready for the Defense of U.S.S.R.,"Dmitrij Naumovich Babichenko, Vladimir Vladimirovich Kudryashev","37857, 67985","(Russian, 1901–1991) (Russian, 1902–1944)",(Russian) (Russian),(1901) (1902),(1991) (1944),(Male) (Male),1931,Lithograph,"28 3/8 x 20 1/2"" (72.1 x 52 cm)",Gift of Miss Jessie Rosenfeld,309.1943,Design,Architecture & Design,1943-05-12,Y,6182,http://www.moma.org/collection/works/6182,http://www.moma.org/media/W1siZiIsIjUxNzQ5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a015cf4b00919a8,,,,72.0726,,,52.0701,,
Russian Poster Dealing with the Five-Year Plan,V. Pshenichnikov,37858,(Russian),(Russian),(0),(0),(),c.1931,Lithograph,"41 3/8 x 28 1/4"" (105 x 71.7 cm)",Gift of Miss Jessie Rosenfeld,310.1943,Design,Architecture & Design,1943-05-12,Y,6186,http://www.moma.org/collection/works/6186,http://www.moma.org/media/W1siZiIsIjUxNzQ5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f152c9f2d8b63ad6,,,,105.0,,,71.7,,
"Bor’ba za politekhnicheskuiu shkolu est’ bor’ba za piatiletku, za kadry, za klassovoe kommunisticheskoe vospitanie (The struggle for the polytechnical school is the struggle for the Five-Year Plan, for the Communist education about class consciousness)",Elizaveta Ignatovich,37706,"(Russian, 1903–1983)",(Russian),(1903),(1983),(Female),1931,Letterpress and lithograph,,Gift of Miss Jessie Rosenfeld,314.1943,Design,Architecture & Design,1943-05-12,N,6204,,,,,,,,,,,
"Bor’ba za politekhnicheskuiu shkolu est’ bor’ba za piatiletku, za kadry, za klassovoe kommunisticheskoe vospitanie (The struggle for the polytechnical school is the struggle, for the Five-Year Plan, for the Communist education about class consciousness)",Elizaveta Ignatovich,37706,"(Russian, 1903–1983)",(Russian),(1903),(1983),(Female),1931,Letterpress and lithograph,"20 1/4 x 28 1/4"" (51.4 x 71.8 cm)",Gift of Miss Jessie Rosenfeld,315.1943,Design,Architecture & Design,1943-05-12,Y,6209,http://www.moma.org/collection/works/6209,http://www.moma.org/media/W1siZiIsIjIzMjcyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7824984c4f9dda87,,0.0,,51.4351028702,,,71.7551435103,,
Russian poster - Soviet Ballet,Xomob(?),6475,(Russian),(Russian),(0),(0),(),1941,Poster,,Gift of Jay Leyda,321.1943,Design,Architecture & Design,1941-12-20,N,6238,,,,,,,,,,,
